service_request_id,service_request_parent_id,sap_notification_number,requested_datetime,case_age_days,service_name,case_record_type,updated_datetime,status,lat,long,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description
2522142,NA,NA,2019-02-27T08:14:00,1,Graffiti Removal,TSW,2019-02-28T00:00:00,Closed,32.82383334,-117.181652,6,6,Clairemont Mesa,,Mobile,,
177504,NA,NA,2017-04-25T18:15:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.70518312,-117.1459284,8,37,Southeastern San Diego,,Web,This report has been referred to Environmental Services Department at trash@sandiego.gov,
160768,159740,NA,2017-03-14T08:48:00,52,Pavement Repair Issue,TSW,2017-05-05T00:00:00,Closed,32.7464122,-117.1481798,3,42,Uptown,,Web,,"Trench across Robinson has sunk and there is now a 3"" dip in the road.  It will only get worse with more rain."
227608,NA,1.50001E+11,2017-08-26T10:59:00,13,Pothole,TSW,2017-09-08T00:00:00,Closed,32.55776603,-116.9885088,8,26,Otay Mesa,,Web,,"First let me say that your department works very hard at not doing a great job on southbound Cactus Road. Clearly there is a lack of pride in your work. I send reports and you close them without completing the job. You recently closed my most recent report to fix potholes on southbound Cactus Road between Airway Road and Siempre Viva Road. Attached are photos of the holes you left UNFILLED. What is wrong with you people? Do the job right. Repave the southbound lane.The road is heavily traveled with cars and especially trucks. The city is supposed to care about it's citizen's safety. Prove it.There is one photo that shows the short distance I walked on Cactus Road to take these photos. All of these photos are of different holes. If I walked to entire distance, the memory in my camera probably would have filled up with pictures of holes on southbound Cactus Road."
218962,NA,NA,2017-08-05T10:30:00,NA,72 Hour Violation,Parking,,Referred,32.70168604,-117.1339425,8,37,Southeastern San Diego,,Mobile,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
2441258,NA,NA,2018-11-08T22:17:00,6,72 Hour Violation,Parking,2018-11-14T00:00:00,Closed,32.7711,-117.16789,7,12,Linda Vista,,Web,,The vehicle has been parked in the exact same spot and has not been moved for at least 7 days.
136513,NA,1.50001E+11,2017-01-20T15:18:00,3,Street Flooded,TSW,2017-01-24T00:00:00,Closed,32.81708665,-117.1756468,6,6,Clairemont Mesa,,Phone,,"WATER COMING FROM MT ALIFAN, DOWN ONTO MT AGUILAR FLOODING HOMES AND STREET."
255923,NA,1.50001E+11,2017-11-08T12:11:00,7,Pothole,TSW,2017-11-16T00:00:00,Closed,32.74845717,-117.1498658,3,42,Uptown,,Phone,,"LARGE POTHOLE, S/B #1 LANE"
144218,NA,NA,2017-02-02T11:33:00,NA,Other,TSW,,Referred,32.792632,-117.177436,7,12,Linda Vista,,Web,This report has been referred to Water and Sewer (PUD) at water@sandiego.gov,The pipes were replaced by the city last year on this street. Now there's a long & sunken trench in the middle of the street.
287533,NA,NA,2018-01-29T19:19:00,10,72 Hour Violation,Parking,2018-02-08T00:00:00,Closed,32.7373029,-117.1611572,3,42,Uptown,,Mobile,,
94983,NA,1.50001E+11,2016-07-22T09:13:00,40,Engineering - Parking Blue Zone Removal,Traffic Engineering,2016-08-31T00:00:00,Closed,32.76761467,-117.131922,3,28,North Park,,Phone,,
2402446,NA,NA,2018-09-18T08:05:00,NA,Other,TSW,,Referred,32.715091,-117.16166,3,4,Downtown,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Transient camping.
2578215,NA,NA,2019-04-30T11:47:00,10,Graffiti Removal,TSW,2019-05-10T00:00:00,Closed,32.71593135,-117.0576642,4,11,Encanto Neighborhoods,,Mobile,,
217663,200422,NA,2017-08-02T12:08:00,6,Damaged Curb,TSW,2017-08-09T00:00:00,Closed,32.77399783,-117.2043111,2,6,Clairemont Mesa,,Mobile,,Incomplete construction lasting over 6 months.Blocking emergency access.Blocking residential access.Blocking commercial access.
2384859,397266,NA,2018-08-26T06:11:00,11,72 Hour Violation,Parking,2018-09-06T00:00:00,Closed,32.75833,-117.07153,9,57,Mid-City:Eastern Area,,Web,,"HASENT moved in 12 days in a row , has driveway to park in behind the car empty . As you can see their is a pink ticket on the windshield and the car still HASENT moved ."
251170,NA,1.50001E+11,2017-10-27T00:20:00,18,Street Light Out,TSW,2017-11-14T00:00:00,Closed,32.9581942,-117.1329872,5,29,Rancho Penasquitos,,Web,,Street light between 13113 and 13119 Cayote Ave has been out for several months.
227924,NA,NA,2017-08-27T17:28:00,1,Graffiti Removal,TSW,2017-08-28T00:00:00,Closed,32.72533206,-117.1292195,3,8,Greater Golden Hill,,Mobile,,Graffiti on traffic signal box at 1845 Front St. including the crosswalk sign arrow that's at Fir and Fern Street
2483685,NA,40300094913,2019-01-12T08:00:00,4,Traffic Signal Timing Issue,TSW,2019-01-16T00:00:00,Closed,32.72761819,-117.1776686,2,4,Downtown,,Mobile,,No cars coming west waiting over a minute on the Harbor Drive
205028,NA,NA,2017-07-02T22:19:00,11,Graffiti Removal,TSW,2017-07-13T00:00:00,Closed,32.75959057,-117.1302806,3,28,North Park,,Mobile,,
2600836,NA,NA,2019-05-23T14:51:00,NA,Other,TSW,2019-05-23T00:00:00,Referred,32.70627,-117.1415945,8,37,Southeastern San Diego,,Mobile,This report has been referred to AT&T Fix It at attfixit@amcustomercare.att-mail.com,AT&T cables exposed
339129,NA,NA,2018-05-23T08:35:00,0,Graffiti Removal,TSW,2018-05-23T00:00:00,Closed,32.75710982,-117.108556,9,58,Mid-City:Kensington-Talmadge,,Crew/Self Generated,,Graffiti Reported at 4031-4049Meade Ave
393211,NA,NA,2018-08-14T20:11:00,22,72 Hour Violation,Parking,2018-09-05T00:00:00,Closed,32.69404,-117.113,9,37,Southeastern San Diego,,Web,,Veichle has been parked in the alley for 6month and obstructs alley path way
130579,NA,1.50001E+11,2017-01-06T15:21:00,12,Street Flooded,TSW,2017-01-19T00:00:00,Closed,32.88612466,-117.2438598,1,99,University,,Phone,,"ST FLOODED YESTERDAY OVERFLOWED, CHECK DRAIN"
299725,NA,NA,2018-02-26T10:57:00,NA,Graffiti Removal,TSW,,Referred,32.724823,-117.163999,3,42,Uptown,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,
127146,NA,40300008239,2016-12-24T23:40:00,898,Damaged Curb,TSW,,In Process,32.72236686,-117.1300325,3,8,Greater Golden Hill,,Mobile,,Broken curb north side of Cedar east of 30th.
254653,NA,NA,2017-11-05T12:53:00,NA,Other,TSW,,Referred,32.740682,-117.183899,2,14,Midway-Pacific Highway,,Mobile,This report has been referred to Environmental Services at trash@sandiego.gov,"Trash and graffiti - so side Washington, east of RR tracks"
93380,NA,1.50001E+11,2016-07-14T11:56:00,6,Paint Curb - Maintain,TSW,2016-07-20T00:00:00,Closed,32.71779159,-117.1671349,3,4,Downtown,,Mobile,,
2520944,NA,NA,2019-02-25T19:04:00,15,Street Light Out,TSW,2019-03-12T00:00:00,Closed,32.89071672,-117.1413212,6,15,Mira Mesa,,Mobile,,Light out
114643,NA,1.50001E+11,2016-10-27T23:13:00,43,Engineering - Traffic Signal Retime/Check,Traffic Engineering,2016-12-10T00:00:00,Closed,32.81928508,-117.1819834,6,6,Clairemont Mesa,,Web,,"There is an issue with the flow of traffic through the Balboa/Genesee intersection. Monday-Friday around 5-6pm, I drive eastward on Balboa. When I'm stopped at a red light at the intersection, traffic is going southward on Genesee before it is my turn to have the green light. The issue I'm seeing is that when my light turns green, there is almost ALWAYS southward bound Genesee traffic blocking the intersection, sometimes even going as far back as to be blocking the Balboa to northward Genesee left turn lane. This always causes a delay and impedes the flow of traffic. Having to deal with it five days a week is not pleasant."
2430908,NA,40300078470,2018-10-25T09:38:00,12,Traffic Signal Light Out,TSW,2018-11-06T00:00:00,Closed,32.83912593,-117.2784397,1,10,La Jolla,,Mobile,,Intersection: La Jolla Bl @ Pearl St. yellow out on NW corner WB direction
2396811,NA,NA,2018-09-10T17:40:00,1,Missed Collection,ESD Complaint/Report,2018-09-11T00:00:00,Closed,32.7322797,-117.2372095,2,30,Peninsula,,Web,,Neither my trash nor my neighbor to the south of me was picked up today  (we are the only 2 on this block).
131958,128552,NA,2017-01-10T12:11:00,24,Pothole,TSW,2017-02-03T00:00:00,Closed,32.72518191,-117.1697641,3,4,Downtown,,Mobile,,Huge pot hole in center lane headed north on Grape just past Ketner. Major hazard!
193198,NA,NA,2017-06-03T15:37:00,NA,Other,TSW,,Referred,32.805,-117.21833,2,27,Pacific Beach,,Mobile,This report has been referred to Code Enforcement at codeenf@sandiego.gov,Unkempt vacant building with 6' tall weeds
181662,135742,NA,2017-05-06T11:02:00,19,Pothole,TSW,2017-05-25T00:00:00,Closed,32.97955864,-117.0794338,5,3,Carmel Mountain Ranch,,Mobile,,2 Deep potholes in right lane
162553,NA,NA,2017-03-18T14:15:00,NA,Other,TSW,,Referred,32.7209546,-117.1557551,3,4,Downtown,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,Fencing that separates park with the 5 freeway is completely knocked over. Needs fixing as soon as possible. EXTREMELY DANGEROUS for the children who play in the park. If you can please address this issue as soon as possible the residents would gladly appreciate it. Reports have been sent out to the city and nothing has yet to be done. Please Help
115482,NA,NA,2016-11-01T12:31:00,NA,72 Hour Violation,Parking,,Referred,32.726643,-117.109144,9,56,Mid-City:City Heights,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
290142,NA,1.50001E+11,2018-02-04T11:56:00,2,Street Flooded,TSW,2018-02-06T00:00:00,Closed,32.77575925,-117.1979024,2,12,Linda Vista,,Phone,,"dump huge amounts of blue paint Tecolote  creek from the east bound side of Balboa @Tecolote canyon right into the storm runoff water way . From 100 yards away toxic  rp Tamara Tuttle , Next door blog"
2417125,NA,NA,2018-10-06T11:31:00,4,Missed Collection,ESD Complaint/Report,2018-10-10T00:00:00,Closed,32.7496245,-117.1624118,3,42,Uptown,,Mobile,,Over flowing trash still
2565946,NA,NA,2019-04-17T09:17:00,0,Missed Collection,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.9976612,-117.0803506,5,31,Rancho Bernardo,,Phone,,Missed refuse
163177,NA,1.50001E+11,2017-03-20T14:16:00,32,Tree/Limb Fallen/Hanging,TSW,2017-04-22T00:00:00,Closed,32.8091445,-117.2345907,2,27,Pacific Beach,,Web,,"The large/tall tree in front of 2060 Wilbur Ave in San Diego is a major hazard and needs to be trimmed back or cut down.  Not only does the tree drop large branches that have become a hazard to my children and other children on the block, but also the roots have damaged my driveway, sidewalk and street in front of my house.  Please care for asap.  thank you"
2420906,2413904,NA,2018-10-11T10:21:00,4,Palm Frond Cleanup,TSW,2018-10-16T00:00:00,Closed,32.73215958,-117.2395672,2,30,Peninsula,,Phone,,PICK UP STACK OF PALM FRONDS!
2478526,NA,NA,2019-01-06T06:55:00,0,Parking Zone Violation,Parking,2019-01-06T00:00:00,Closed,32.75156714,-117.1332654,3,28,North Park,,Mobile,,Silver Hyundai
2428641,NA,NA,2018-10-22T16:13:00,4,Graffiti Removal,TSW,2018-10-26T00:00:00,Closed,32.67301873,-117.0544259,4,44,Skyline-Paradise Hills,,Mobile,,White spray paint on back of stop sign at Landscape and Rancho Hills/Calle tres Lomas
294389,NA,1.50001E+11,2018-02-13T11:26:00,4,Pothole,TSW,2018-02-17T00:00:00,Closed,32.85407771,-117.2013175,1,99,University,,Web,,The access road which leads to the library parking lot is deteriorating to the point that patching potholes is no longer sufficient.
2549185,NA,NA,2019-03-28T17:14:00,0,Illegal Dumping,ESD Complaint/Report,2019-03-28T00:00:00,Closed,32.7860466,-117.1737384,7,12,Linda Vista,,FO Self Generate,,
251846,NA,NA,2017-10-28T19:30:00,NA,72 Hour Violation,Parking,,Referred,32.7043113,-117.0832489,4,11,Encanto Neighborhoods,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
169236,NA,40300010641,2017-04-05T10:47:00,NA,Engineering - Signage Evaluation,TSW,,Referred,32.709736,-117.156682,3,4,Downtown,,Mobile,,Missing 30 min sign for enforcement hrs
359939,358724,NA,2018-07-05T12:18:00,1,72 Hour Violation,Parking,2018-07-06T00:00:00,Closed,32.56323692,-117.0718395,8,25,Otay Mesa-Nestor,,Mobile,,
275287,NA,NA,2018-01-02T23:39:00,NA,Other,TSW,,Referred,32.704118,-117.099482,4,37,Southeastern San Diego,,Mobile,This report has been referred to Police CRO ? Central at sdpdcentral@pd.sandiego.gov,On 1/ 1/18  approximately  7:185 pm and again  about 9 :45 pm a building a building alarm sounded  very loudly at the Jacky Robinson YMCA  center  at 151 Imperial avenue.Sandiego California 92113. THIS HAS BEEN  A frequent nuisance.  SANDIE GO  POLICE INCIDENT # E18010001345
2448949,NA,40300084643,2018-11-20T13:53:00,16,Engineering - Sidewalk Evaluation,Traffic Engineering,2018-12-06T00:00:00,Closed,32.7608564,-117.1073762,9,58,Mid-City:Kensington-Talmadge,,Web,,"Location: 4100 Blk Madison Ave Description: On the North-Side of Madison Ave - Kensington Dr to Marlborough Dr there is no Curb and Gutter. Request installation of Curb & Gutter (Type G). Contact: Michael Johnson, phone: 760-803-6886 email: mj@perennialfilms.com"
2433438,NA,NA,2018-10-29T12:57:00,0,Graffiti Removal,TSW,2018-10-29T00:00:00,Closed,32.70687167,-117.1208597,8,37,Southeastern San Diego,,Crew/Self Generated,,Graffiti Reported at 3372 Imperial Ave
87349,NA,1.50001E+11,2016-06-10T15:26:00,17,Pothole,TSW,2016-06-28T00:00:00,Closed,32.75210164,-117.1513797,3,42,Uptown,,Phone,,Pothole
202071,NA,NA,2017-06-25T12:50:00,16,Graffiti Removal,TSW,2017-07-11T00:00:00,Closed,32.74969975,-117.1004318,9,56,Mid-City:City Heights,,Mobile,,
217374,NA,3.5E+11,2017-08-01T17:03:00,376,Storm Water Code Enforcement - Illegal Discharge,TSW,2018-08-13T00:00:00,Closed,32.7552175,-117.2063992,2,14,Midway-Pacific Highway,,Web,,
323503,NA,NA,2018-04-18T17:06:00,NA,72 Hour Violation,Parking,,Referred,32.805789,-117.142361,7,35,Serra Mesa,,Web,Police - Abandoned Vehicles,
2516838,2501674,NA,2019-02-21T05:30:00,7,Pothole,TSW,2019-02-28T00:00:00,Closed,32.759904,-117.227788,2,17,Mission Bay Park,,Mobile,,Massive pothole!!!
2611732,NA,NA,2019-06-04T10:53:00,10,Code Enforcement Quality of Life Issue,DSD,,In Process,32.74963671,-117.1191603,9,56,Mid-City:City Heights,,Web,,Illegal advertising on walls around the neighborhood by advertising company posting  posters on walls and fences promoting different products
125554,NA,1.50001E+11,2016-12-17T16:00:00,11,Traffic Signal Head Turned,TSW,2016-12-29T00:00:00,Closed,32.57651399,-117.0970845,8,25,Otay Mesa-Nestor,,Phone,,Head turned
355741,NA,NA,2018-06-26T19:10:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.704065,-117.077699,4,11,Encanto Neighborhoods,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
177068,NA,NA,2017-04-24T18:36:00,NA,Other,TSW,,Referred,32.73923833,-117.1405028,3,1,Balboa Park,BALBOA PARK,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,For Animal Control Officers.Older white lady walking two dogs without leashes at Morley Field (in North Park) near the tennis courts.
2425009,NA,NA,2018-10-17T10:51:00,0,72 Hour Violation,Parking,2018-10-17T00:00:00,Closed,32.6951805,-117.1196963,9,37,Southeastern San Diego,,Phone,,
2615175,NA,NA,2019-06-07T08:10:00,3,Missed Collection,ESD Complaint/Report,2019-06-10T00:00:00,Closed,32.5892589,-117.0188811,8,26,Otay Mesa,,Phone,,Missed Pick up in the Cul de Sac
142119,NA,NA,2017-01-29T13:44:00,NA,Graffiti Removal,TSW,,Referred,32.72658228,-117.1254264,3,8,Greater Golden Hill,,Mobile,This report has been referred to Police CRO ? Central at sdpdcentral@pd.sandiego.gov,Graffiti on old neighborhood watch sign.
121539,NA,NA,2016-11-30T15:04:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.751159,-117.24893,2,23,Ocean Beach,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
312388,NA,NA,2018-03-27T10:17:00,46,Graffiti Removal,TSW,2018-05-12T00:00:00,Closed,32.74998957,-117.1033839,9,56,Mid-City:City Heights,,Mobile,,
2526970,NA,NA,2019-03-05T07:37:00,17,Parking Zone Violation,Parking,2019-03-22T00:00:00,Closed,32.57272167,-117.0341638,8,26,Otay Mesa,,Mobile,,Parked for more than 72 hours
2462932,NA,NA,2018-12-11T14:27:00,37,72 Hour Violation,Parking,2019-01-17T00:00:00,Closed,32.69474,-117.09914,9,37,Southeastern San Diego,,Web,,BLUE ASTRO VAN 3GND030 PARKED IN FRONT OF MY PROPERTY FOR 2 MONTHS WITH EXPIRED TAGS
2608342,NA,NA,2019-06-01T07:21:00,NA,Illegal Dumping,ESD Complaint/Report,2019-06-04T00:00:00,Referred,32.7480927,-117.2297873,2,30,Peninsula,,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,Couch dumped in Famosa Slough parking lot
184287,NA,NA,2017-05-12T17:25:00,NA,72 Hour Violation,Parking,,Referred,32.7505175,-117.1272165,3,28,North Park,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
228210,NA,NA,2017-08-28T12:47:00,NA,72 Hour Violation,Parking,,Referred,32.754371,-117.099737,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
172865,NA,1.50001E+11,2017-04-14T08:54:00,43,Sidewalk Repair Issue,TSW,2017-05-27T00:00:00,Closed,32.8003583,-117.0257951,7,20,Navajo,,Web,,I just moved in 7902 Beaver Lake dr in San Diego. Moving in I almost fell from the raised curb and sidewalk from the tree in front of the house roots are raising it and causing a great amount of damage. My landlord said the tree belongs to the city. I will attach photos below.
2617731,NA,40300137185,2019-06-10T11:00:00,4,Traffic Signal Light Out,TSW,,In Process,32.94873711,-117.2514211,1,40,Torrey Pines,,Web,,"The speed signal on Del Mar Heights Road in between Recuerdo and Mercado, on the North side of Del Mar Heights Road is bent in half so vehicular traffic now has difficulty seeing the words ""Your Speed Limit"". This also creates difficulty for the driver in seeing the digital display of their speed limit on the v signal itself."
334334,NA,40300030752,2018-05-12T12:57:00,17,Pothole,TSW,2018-05-29T00:00:00,Closed,32.88503269,-117.1587902,6,15,Mira Mesa,,Mobile,,Numerous potholes in the driving lane on Carol Canyon Road causing drivers to cross over the yellow line to avoid all way from Miramar Road to Camino Santa Fe. These potholes of been here for months.
2530173,NA,NA,2019-03-08T11:26:00,6,72 Hour Violation,Parking,2019-03-14T00:00:00,Closed,32.90487,-117.09132,5,34,Scripps Miramar Ranch,,Web,,Vehicle has been left on the public street for over three weeks.
2552094,NA,NA,2019-04-01T20:45:00,10,72 Hour Violation,Parking,2019-04-11T00:00:00,Closed,32.74441,-117.06604,4,57,Mid-City:Eastern Area,,Web,,This truck has been parked over 3 days same spot no has driven it.
304414,NA,NA,2018-03-08T10:37:00,26,Graffiti Removal,TSW,2018-04-03T00:00:00,Closed,32.74736294,-117.0865021,9,56,Mid-City:City Heights,,Mobile,,Fence was tagged with gang related graffiti
289406,NA,1.50001E+11,2018-02-02T11:23:00,13,Remove/Spray Weeds,TSW,2018-02-15T00:00:00,Closed,32.738662,-117.165377,3,42,Uptown,,Mobile,,Debris on platform of bridge
2498660,NA,40300099714,2019-01-31T16:34:00,134,DRAIN INLET SINK HOLE,TSW,,In Process,32.8255767,-117.2668152,1,10,La Jolla,,Web,,Huge sinkhole created from broken storm water pipe.  This is the third time we have reported the issue and nothing has been done and the sinkhole is growing larger.  Attached is a map showing the location of the damaged pipe and sinkhole.  Please contact the property owner at 1089 Solymar or Jay Broxton prior to arrival to show the exact location of the sinkhole. Homeowner: Ron Spelman (858) 459-7964  Alternative Contact: Jay Broxton (858) 499-9047
172567,NA,NA,2017-04-13T11:43:00,0,Graffiti Removal,TSW,2017-04-13T00:00:00,Closed,32.81694573,-117.1758407,6,6,Clairemont Mesa,,Crew/Self Generated,,Graffiti Reported at 6120Mt Aguilar Dr
2405052,NA,NA,2018-09-20T13:48:00,5,Graffiti Removal,TSW,2018-09-25T00:00:00,Closed,32.75060679,-117.0846162,9,56,Mid-City:City Heights,,Mobile,,
297152,NA,1.50001E+11,2018-02-20T10:15:00,4,Graffiti Removal,TSW,2018-02-24T00:00:00,Closed,32.74556872,-117.0585873,4,57,Mid-City:Eastern Area,,Mobile,,Green graffiti on speed limit 40 sign
233596,NA,NA,2017-09-11T11:19:00,NA,Other,TSW,,Referred,32.747078,-117.193392,2,14,Midway-Pacific Highway,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,"Dangerous homeless camp. Aggressive dogs, intimidating pedestrians, cyclists, and motorists"
317758,NA,NA,2018-04-06T17:01:00,NA,Other,TSW,,Referred,32.85323108,-117.2142735,1,99,University,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Leaking fire hydrant
395252,NA,NA,2018-08-18T11:19:00,11,72 Hour Violation,Parking,2018-08-29T00:00:00,Closed,32.9594921,-117.0888849,5,5,Sabre Springs,,Mobile,,Car appears to parked for weeks
186916,NA,1.50001E+11,2017-05-18T15:50:00,6,Paint Legend - Maintenance,TSW,2017-05-25T00:00:00,Closed,32.743545,-117.2460783,2,23,Ocean Beach,,Mobile,,Forgot to paint crosswalks & this is a school corner (back of OBE)
2412597,NA,NA,2018-10-01T06:20:00,0,Missed Collection,ESD Complaint/Report,2018-10-01T00:00:00,Closed,32.8057677,-117.0550202,7,20,Navajo,,Web,,Black trash cans were not picked up on our side if the street. Normal pick up was on 9/28. Still no pickup as of late night 9/30.
346693,NA,40300037265,2018-06-08T09:42:00,4,Pothole,TSW,2018-06-12T00:00:00,Closed,32.80562536,-117.1737968,6,6,Clairemont Mesa,,Mobile,,Huge pothole in intersection Ashford & Marlesta at the end of the Park. Have to swerve dangerously to avoid it. Very deep and can cause severe damage.
251814,NA,NA,2017-10-28T16:57:00,NA,72 Hour Violation,Parking,,Referred,32.7849032,-117.2044868,2,6,Clairemont Mesa,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
95279,NA,1.50001E+11,2016-07-23T11:14:00,10,Pothole,TSW,2016-08-02T00:00:00,Closed,32.75969687,-117.0535334,9,57,Mid-City:Eastern Area,,Mobile,,Alamo way in the city of San Diego was paved less than a year ago yet the pavement is already coming up.
205359,196695,NA,2017-07-03T18:15:00,36,Pothole,TSW,2017-08-09T00:00:00,Closed,32.73343105,-117.1629187,3,42,Uptown,,Mobile,,
2567054,NA,NA,2019-04-18T10:54:00,57,Illegal Dumping,ESD Complaint/Report,,In Process,32.7095939,-117.1489708,3,4,Downtown,,Mobile,,Illegal dumping mattress Southside J Street between 16th and 17th
2536022,NA,40300115056,2019-03-14T16:31:00,1,Traffic Signal Light Out,TSW,2019-03-15T00:00:00,Closed,32.74826692,-117.1610193,3,42,Uptown,,Mobile,,Green light out on University facing East
225166,NA,40300012172,2017-08-20T18:39:00,659,Evaluate for Resurfacing,TSW,,In Process,32.74852356,-117.1415189,3,28,North Park,,Web,,"University Ave running through Hillcrest and Northpark has continually been torn up by construction and the street is a complete mess, as I'm sure you're already aware.  Will this major throughfare street ever be paved over when all the construction is complete.  I sure hope so!"
243446,NA,NA,2017-10-07T16:29:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.75343767,-117.1369176,3,28,North Park,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
2581767,NA,NA,2019-05-03T13:39:00,42,Dead Animal,ESD Complaint/Report,,In Process,32.9227894,-117.1665857,6,15,Mira Mesa,,Phone,,Cat brown and orange located on the east of canyon park villas on the south east side of the road
2484155,2479631,NA,2019-01-13T10:18:00,NA,Other,TSW,,Referred,32.73868,-117.1046445,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Active homeless camp down Marlborough alley then down the switch back behind 3118 42nd.  Evidence of warming fires.
245873,NA,NA,2017-10-13T17:28:00,NA,Other,TSW,,Referred,32.736359,-117.254327,2,23,Ocean Beach,,Mobile,This report has been referred to Environmental Services at trash@sandiego.gov,Trash can top is metal and is falling apart from rust. This could cut skin.
215275,NA,NA,2017-07-27T07:00:00,NA,72 Hour Violation,Parking,,Referred,32.7833726,-117.0966971,7,20,Navajo,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
2570964,NA,NA,2019-04-22T18:16:00,0,Illegal Dumping,ESD Complaint/Report,2019-04-22T00:00:00,Closed,32.6956277,-117.1308413,8,37,Southeastern San Diego,,FO Self Generate,,dresser
123423,NA,NA,2016-12-08T10:26:00,NA,72 Hour Violation,Parking,,Referred,32.930628,-117.009116,5,16,Rancho Encantada,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
2453382,NA,NA,2018-11-28T08:46:00,NA,Sidewalk Repair Issue,TSW,,Referred,33.03519139,-117.0923346,5,31,Rancho Bernardo,,Web,This report has been referred to Risk Management at riskmanagement@sandiego.gov,"When the city repaired/modified the sidewalk/street on the corners of Harvest Dance and Sun Walk, workers/contractors representing the city broke all of the sprinklers along the edge of the sidewalk.  I spoke to the workmen and was  assured they would repair all of the sprinklers broken and the lawn area would be returned to its original condition.  Not only were the sprinklers not repaired, the surface level sprinklers were placed well above ground, all the grass is dead and the bushes along the sidewalk are dying.  I'm guessing water is being emptied below surface and will eventually cause a void which will cause further problems.  I think it is reasonable for the city to return private property to the original state it was in prior to the repairs that were made to the sidewalk.  It does not seem fair or equitable that a private citizen should be responsible for damages caused to their property by the city during the repair of public access property."
2433582,NA,NA,2018-10-29T14:26:00,0,Homeless Encampment,ESD Complaint/Report,2018-10-29T00:00:00,Closed,32.8048413,-117.1476718,7,35,Serra Mesa,,999,,REMOVE ENCAMPMENT ON PARK & REC. PROPERTY.
365196,NA,NA,2018-07-16T11:54:00,NA,Other,TSW,,Referred,32.7438923,-117.1092633,9,56,Mid-City:City Heights,,Web,This report has been referred to Environmental Services at trash@sandiego.gov,burnt out trash bin on the corner of 40th and Dwight Street with trash on the side walk blocking the yellow disability curb to cross the street.
2587778,NA,NA,2019-05-09T16:20:00,0,Illegal Dumping,ESD Complaint/Report,2019-05-09T00:00:00,Closed,32.743173,-117.1048279,9,56,Mid-City:City Heights,,FO Self Generate,,chair
2403778,NA,40300070636,2018-09-19T10:39:00,264,Sidewalk Repair Issue,TSW,,In Process,32.7200385,-117.035687,4,44,Skyline-Paradise Hills,,Web,,"Damage to two house driveways, sidewalk, and street (trip hazard). Stress crack of major limb overhanging 1435 Shipley Ct's service drops (my house) and fire hydrant. Weekly trash trucks hitting tree due to low clearance. Future house foundation  damage feared. Tree contractor Perpetual Tree Care Inc. believes limb needs to be trimmed ASAP."
2462296,NA,40300089058,2018-12-10T21:53:00,79,Street Sweeping,TSW,2019-02-27T00:00:00,Closed,32.77690087,-117.0993222,9,38,College Area,,Mobile,,Bushes are overgrown blocking path and recent runoff has filled the Fairmont bike path with mud and loose dirt making it dangerous for cyclists going North on Fairmont Ave near I8
2386220,NA,40300063860,2018-08-28T06:39:00,2,Street Light on During Day,TSW,2018-08-30T00:00:00,Closed,32.80960073,-117.140251,7,50,Kearny Mesa,,Mobile,,Light on
2486635,NA,NA,2019-01-16T14:02:00,5,72 Hour Violation,Parking,2019-01-21T00:00:00,Closed,32.80413,-117.14053,7,35,Serra Mesa,,Mobile,,"Repeat offender,  mobile billboard"
183544,NA,NA,2017-05-11T08:11:00,0,Graffiti Removal,TSW,2017-05-11T00:00:00,Closed,32.75545986,-117.0792253,9,57,Mid-City:Eastern Area,,Crew/Self Generated,,Graffiti Reported at 4301-434554th St
