FAC_SEQ_NUM,FAC_TYP_CD,FACTYPDESC,INFRASTRUC,PRESSR_ZN_NM,PRESSR_ZN_QTY,SIZE_NUM,SMPL_TYP_CD,FEED_SRC_NM,MAPNG_STAT_CD,FNCTNL_CD,OWNERSHIP_CD,OWNERSHIP_CD_DESC,STRT_ADDR_TYP_CD,DIV_MAINT_BY_CD,DIV_DESC,INTERCEPTOR_IND,STA_PRIM_NUM,STA_SCNDRY_NUM,FAC_NAME,ACTL_INST_DT_IND,INST_DT,LOCN_DESC_TXT,OLD_SPLASH1_DWO_ID,OLD_SPLASH1_WORK_ORDR_ID,GPS_SURVEYOR_IND,GPS_X_COORD_NUM,GPS_Y_COORD_NUM,FAC_STAT_CD,MAP_ID,FLD_BK_PAGE_NUM,FLD_BK_GRID_NUM,THOMAS_BROTHERS_CD,STRT_NUM,STRT_PREDIR_CD,STRT_NM,STRT_SFX_CD,STRT_UNIT_NUM,STRT_GATED_COMNTY_IND,NAD83E_NUM,NAD83N_NUM,NAD27E_NUM,NAD27N_NUM,OLD_FAC_SEQ_NUM,SENSITIVE_LAND_IND,GEOMETRY_ORIENTATION,DRAWG_NUM,DRAWG_SHEET_NUM,DRAWG_TYP_CD,DRAWG_TYP_CD_DESC,IAMFLOC,SAPOBJNR
5483583,SLOC,SAMPLE LOCATION,W,NORTHWEST MESA,559,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,55A SYS,N,,"5183 ARVINELS AV LOCATION PER MARGARET GLASER, 2/3/04",,1,N,0,0,A,287,F10S,5,1228H7,0,,,,,,6277591.001,1886693.127,1716206.669,246249.1266,,N,-0.83,,,,,UW-WS-TRN-SLOC-S240,IF?0100000000000141306
5483584,SLOC,SAMPLE LOCATION,W,NORTHWEST MESA,559,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,50A SYS,N,,2693 MELBOURNE DR LOCATION PER MARGARET GLASER 2/3/04,,1,N,0,0,A,540,I15S,1,1.25E+09,0,,,,,,6292823.501,1869558.127,1731439.245,229114.1266,,N,-126.79,,,,,UW-WS-TRN-SLOC-S241,IF?0100000000000141341
5550618,SLOC,SAMPLE LOCATION,W,OAKS NORTH,865,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,336 SYS,N,,17696 MONTERO RD,,,N,0,0,A,698,L07N,3,1170D2,17696,,MONTERO,RD,,,6315694.501,1953822.251,1754310.36,313378.2507,,N,-12.31,,,,,UW-WS-TRN-SLOC-S309,IF?0100000000000140510
544630,SLOC,SAMPLE LOCATION,W,OTAY MESA,590,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,202 SYS,N,,5400 BLK OTAY VALLEY RD PUMP STATION/PETCOCK,,,N,0,0,A,140,O34S,1,1331C6,0,,,,,,6330273.596,1793398.543,1768889.527,152954.5433,,Y,0,,,,,UW-WS-TRN-SLOC-S133,IF?0100000000000143351
5503981,SLOC,SAMPLE LOCATION,W,OTAY MESA,680,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,284 SYS,N,,OCEAN VIEW HILLS PKWY & SEA DRIFT WY,,,N,0,0,A,521,N34S,4,1330J7,5097,,SEA REEF,PL,,,6323501.594,1790708.36,1762117.492,150264.3596,,N,7.39,,,,,UW-WS-TRN-SLOC-S260,IF?0100000000000141131
5529673,SLOC,SAMPLE LOCATION,W,OTAY MESA,680,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,319 SYS,N,,OTAY TREATMENT PLANT EFFLUENT ENTRY - DISTR SYSTEM,,1,N,0,0,A,519,R32S,3,1332A3,0,,,,,,6351497.096,1801034.403,1790113.134,160590.4029,,Y,0,,,,,UW-WS-TRN-SLOC-S298,IF?0100000000000140801
543978,SLOC,SAMPLE LOCATION,W,OTAY REGULATED,270,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,131 SYS,N,,EAST PARK AV/SAN YSIDRO BL; SAMPLE STANCHION,,1,N,0,0,A,257,M37S,1,1350G4,125,,EAST PARK,AV,,,6316907.51,1782006.985,1755523.374,141562.9849,,N,0,,,,,UW-WS-TRN-SLOC-S127,IF?0100000000000143361
5204616,SLOC,SAMPLE LOCATION,W,PACIFIC BEACH,307,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,PACIFIC BEACH PIPELINE,N,,INGRAHAM ST & VACATION RD,,,N,0,0,A,99,C16S,5,1268A2,0,,,,,,6258804.501,1862726.624,1697420.075,222282.624,,N,0,,,,,UW-WS-TRN-SLOC-S156,IF?0100000000000141845
5529675,SLOC,SAMPLE LOCATION,W,PACIFIC BEACH,307,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,PACIFIC BEACH PIPELINE,N,,HAINES ST @ FELSPAR ST,,,N,0,0,A,661,C14S,1,1247J5,0,,,,,,6256541.588,1872519.196,1695157.151,232075.1962,,N,0,,,,,UW-WS-TRN-SLOC-S300,IF?0100000000000140589
5592562,SLOC,SAMPLE LOCATION,W,PACIFIC BEACH,307,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,341 SYS,N,,"LOC IN FRONT OF RESTAURANT, DOCKHOUSE DELI",,,N,0,0,A,333,C18S,2,1268B4,1840,,QUIVIRA,WY,B-1,,6258860,1857549.377,1697475.574,217105.3766,,N,5.49,,,,,UW-WS-TRN-SLOC-S334,IF?0100000000000140793
520758,SLOC,SAMPLE LOCATION,W,PACIFICA,340,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,255 SYS,N,,4949 PACIFICA DR,1,,N,0,0,A,423,D13S,4,1248C4,4949,,PACIFICA,DR,,,6262842.5,1876275.374,1701458.094,235831.374,,Y,-170.58,,,,,UW-WS-TRN-SLOC-S073,IF?0100000000000141897
5205427,SLOC,SAMPLE LOCATION,W,PARADISE HILLS #1,472,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,203 SYS,N,,RIDGEWOOD DR & PINE BLUFF LN IN FRONT OF SCHOOL PER M. GLASER 6/14/00,,,N,0,0,A,534,L24S,5,1290D7,0,,,,,,6312504.629,1830606.929,1751120.472,190162.9291,,Y,8.11,,,,,UW-WS-TRN-SLOC-S164,IF?0100000000000141760
5607579,SLOC,SAMPLE LOCATION,W,PARADISE HILLS #1,472,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,342 SYS,Y,?7?/?12?/?10? ?5?:?00? ?PM,2883 KEEN DR,,,N,0,0,A,806,L26S,3,1310F2,2883,,KEEN,DR,,,6316039.396,1824634.892,1754655.257,184190.8917,,N,-72.21,,,,,UW-WS-TRN-SLOC-S339,IF?0100000000000141440
542101,SLOC,SAMPLE LOCATION,W,PARADISE HILLS #2,590,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,256 SYS,N,,1808 SEA STAR LANE (HOSEBIB ON BACKFLOW PREV CAGE),1,,N,0,0,A,657,L25S,2,1.29E+10,6610,,POTOMAC,ST,,,6313606.903,1830173.638,1752222.751,189729.6385,,N,-13.17,,,,,UW-WS-TRN-SLOC-S121,IF?0100000000000142309
5205422,SLOC,SAMPLE LOCATION,W,PARADISE MESA,610,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,171 SYS,N,,"6541 BROADWAY  SAMPLE STANCHION
",,,N,0,0,A,681,L22S,2,1290D3,6541,,BROADWAY,,,,6313471.001,1841133.127,1752086.848,200689.1266,,N,0,,,,,UW-WS-TRN-SLOC-S159,IF?0100000000000141750
5207118,SLOC,SAMPLE LOCATION,W,PARADISE MESA,610,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,269 SYS,N,,1513 STATTON CT  PARADISE MESA DISTIBUTION RESERVOIR,,,N,0,0,A,512,M24S,1,1290F6,0,,,,,,6316751.434,1832955.787,1755367.297,192511.7874,,N,0,,,,,UW-WS-TRN-SLOC-S179,IF?0100000000000141991
516392,SLOC,SAMPLE LOCATION,W,PARKVIEW,600,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,257 SYS,N,,ACROSS FROM 1565  CALLE DE CINCO SAMPLE STANCHION,,,N,0,0,A,572,B12S,6,1247J3,5456,,CASTLE HILLS,DR,,,6255238.517,1879386.611,1693854.073,238942.6109,,N,0,,,,,UW-WS-TRN-SLOC-S058,IF?0100000000000142145
528453,SLOC,SAMPLE LOCATION,W,PENASQUITOS,920,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,68 SYS,N,,OVIEDO ST/BLACK MOUNTAIN RD,,,N,0,0,A,620,H02N,3,1189D3,0,,,,,,6292346.001,1933489.751,1730961.742,293045.7507,,Y,0.09,,,,,UW-WS-TRN-SLOC-S087,IF?0100000000000142294
533701,SLOC,SAMPLE LOCATION,W,PENASQUITOS,920,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,234 SYS,N,,CUCA ST,,,N,0,0,A,257,J02N,2,1189H2,14125,,CUCA,ST,,,6301896.499,1934117.874,1740512.289,293673.874,,N,0,,,,,UW-WS-TRN-SLOC-S098,IF?0100000000000142531
5207119,SLOC,SAMPLE LOCATION,W,PENASQUITOS,920,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,19 SYS,N,?6?/?16?/?65? ?5?:?00? ?PM,PENASQUITOS DISTIBUTION RESERVOIR,,,N,0,0,A,120,J04N,6,1169H7,0,,,,,,6303359.865,1939516.962,1741975.662,299072.9619,,Y,0,11311,2,D,,UW-WS-TRN-SLOC-S180,IF?0100000000000142046
5587573,SLOC,SAMPLE LOCATION,W,PENASQUITOS,920,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,234A SYS,N,,14300 CUCA ST,,,N,0,0,A,190,J03N,5,1189H2,14125,,CUCA,ST,,,6302258.301,1935205.272,1740874.092,294761.2723,,N,-21.95,,,,,UW-WS-TRN-SLOC-S333,IF?0100000000000140696
5212265,SLOC,SAMPLE LOCATION,W,PENASQUITOS PARK VW,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,277 SYS,N,,PARK VILLAGE RD/CAM RUIZ AT SCHOOL (STANTION),,,N,0,0,A,356,G01S,6,1189B7,0,,,,,,6285468.783,1923219.59,1724084.49,282775.5899,,N,0,,,,,UW-WS-TRN-SLOC-S200,IF?0100000000000141607
5607578,SLOC,SAMPLE LOCATION,W,PENASQUITOS PARK VW,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,277A SYS,N,,12241 CAM DEL SUR @ DORMOUSE,,,N,0,0,A,477,G01S,6,1189A7,12241,,CAM DEL SUR,,,,6285055.121,1923694.888,1723670.827,283250.8885,,N,58,,,,,UW-WS-TRN-SLOC-S338,IF?0100000000000141738
5573678,SLOC,SAMPLE LOCATION,W,PINNACLE,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,339 SYS,N,,11911 CARMEL CREEK RD,,,N,0,0,A,733,C02S,3,1208B1,11911,,CARMEL CREEK,RD,,,6262176.155,1921119.216,1700791.746,280675.2159,,N,0,,,,,UW-WS-TRN-SLOC-S324,IF?0100000000000140797
518987,SLOC,SAMPLE LOCATION,W,POINT LOMA,260,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,44 SYS,N,,VOLTAIRE ST/EBERS ST; FIRE STATION/SAMPLE STANCHION,,,N,0,0,A,616,C19S,1,1268A6,4711,,VOLTAIRE,ST,,,6256700,1853673.999,1695315.564,213229.9993,,N,0,,,,,UW-WS-TRN-SLOC-S070,IF?0100000000000141876
519412,SLOC,SAMPLE LOCATION,W,POINT LOMA,260,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,43 SYS,N,,ROSECRANS ST(300BLK); SAMPLE STANCHION,,1,N,0,0,A,258,C22S,4,1288A4,300,,ROSECRANS,ST,,,6257514.501,1838769.626,1696130.069,198325.626,,N,-11.62,,,,,UW-WS-TRN-SLOC-S071,IF?0100000000000142061
5207120,SLOC,SAMPLE LOCATION,W,POINT LOMA,260,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,S15,N,,1000 BLK CATALINA BL,,,N,0,0,A,702,B21S,3,1288A2,0,,,,,,6256037.93,1845176.46,1694653.49,204732.46,,N,0,,,,,UW-WS-TRN-SLOC-S181,IF?0100000000000142116
537274,SLOC,SAMPLE LOCATION,W,POMERADO PARK,920,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,235 SYS,N,,15855 TURTLEBACK RD. SAMPLE STANCHION,,,N,0,0,A,627,K06N,4,1169J5,15855,,TURTLEBACK,RD,,,6304846.23,1946511.988,1743462.035,306067.9882,,N,-136.98,,,,,UW-WS-TRN-SLOC-S107,IF?0100000000000142438
5207490,SLOC,SAMPLE LOCATION,W,POMERADO PARK,920,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,20 SYS,N,,16000 BLK AVNDA VENUSTO NORTH SIDE OF DISTRIBUTION RESERVOIR,,,N,0,0,A,694,K05N,3,1170A5,0,,,,,,6309036.152,1946167.375,1747651.977,305723.3753,,N,0,,,,,UW-WS-TRN-SLOC-S182,IF?0100000000000141812
5207491,SLOC,SAMPLE LOCATION,W,POMERADO PARK,920,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N21,N,,15900 BLK BIG SPRINGS WY SOUTHWEST OF DISTRIBUTION RESERVOIR ON EAST SIDE OF ACCESS ROAD,,,N,0,0,A,697,K06N,4,1169J4,0,,,,,,6305753.753,1947253.671,1744369.562,306809.6713,,N,0,,,,,UW-WS-TRN-SLOC-S183,IF?0100000000000142039
5668270,SLOC,SAMPLE LOCATION,W,POMERADO PARK,920,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,,Y,?8?/?28?/?14? ?5?:?00? ?PM,16000 BLK AVNDA VENUSTO NORTH SIDE OF DISTRIBUTION RESERVOIR,,,N,0,0,A,898,K05N,3,1170A5,0,,,,,,6308902.454,1946229.403,1747518.279,305785.4029,,N,0,31623,0,D,,UW-WS-TRN-SLOC-S346,IF?0100000000000141494
515816,SLOC,SAMPLE LOCATION,W,PRESTWICK ESTATES,355,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,258 SYS,N,,8455 WESTWAY DR,1,,N,0,0,A,391,B09S,3,1227H4,8455,,WESTWAY,DR,,,6254652.5,1894101.499,1693268.053,253657.4993,,N,-17.96,,,,,UW-WS-TRN-SLOC-S054,IF?0100000000000141873
5525469,SLOC,SAMPLE LOCATION,W,PRINCESS DEL SOL,390,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,F,,,N,0,0,306 SYS,N,,1332 KENALAN DR,,,N,0,0,A,824,L35S,3,1350F1,1332,,KENALAN,DR,,,6315480.499,1789050.627,1754096.356,148606.6266,,N,88.54,,,,,UW-WS-TRN-SLOC-S284,IF?0100000000000141104
5205448,SLOC,SAMPLE LOCATION,W,PRINCESS GARDENS,345,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,211A SYS,N,,7228 WEMBLEY ST,1,,N,0,0,A,444,K14S,1,1250A5,7228,,WEMBLEY,ST,,,6305927.316,1872544.619,1744543.126,232100.6194,,N,-1.48,,,,,UW-WS-TRN-SLOC-S166,IF?0100000000000141701
528074,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,135 SYS,N,,ACROSS FROM 1782 NEWTON AV,,,N,0,0,A,611,G23S,6,1289C5,1775,,NEWTON,AV,,,6285399.898,1836049.505,1724015.605,195605.5046,,N,139.62,,,,,UW-WS-TRN-SLOC-S085,IF?0100000000000142207
5207496,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,S142,N,,CROSBY ST/CROSBY RD (10TH AVE PIER) NEXT TO RR TRACKS,,,N,0,0,A,727,G23S,6,1289C5,0,,,,,,6285118.287,1834595.21,1723733.993,194151.21,,N,0,,,,,UW-WS-TRN-SLOC-S188,IF?0100000000000141529
5207497,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,S143,N,,CROSBY ST/CROSBY RD (10TH AVE PIER) NEXT TO WATERFRONT PUBLIC PHONE,,,N,0,0,A,22,G24S,3,1289C6,0,,,,,,6284813.369,1834335.633,1723429.073,193891.6332,,N,0,,,,,UW-WS-TRN-SLOC-S189,IF?0100000000000141632
5552068,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,332 SYS,N,,W G ST,,,N,0,0,A,1025,F22S,5,1288J3,1277,W,G,ST,,,6277315.358,1840216.211,1715931.024,199772.2106,,N,31.55,,,,,UW-WS-TRN-SLOC-S312,IF?0100000000000140593
5586820,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,136 SYS,Y,?4?/?1?/?09? ?5?:?00? ?PM,333 HARBOR DR BEHIND MARRIOTT HOTEL,,,N,0,0,A,59,F23S,3,1289A4,355,,HARBOR,DR,,,6280240.292,1838354.249,1718855.973,197910.2487,,N,140.32,,,,,UW-WS-TRN-SLOC-S325,IF?0100000000000140895
531032,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,231 SYS,N,,FAIRGROVE LN/SALMON RIVER RD,,,N,0,0,A,410,I01N,1,1.19E+07,0,,,,,,6294243.399,1929454.813,1732859.15,289010.813,,N,0,,,,,UW-WS-TRN-SLOC-S090,IF?0100000000000142529
537558,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,180 SYS,N,,MATINAL RD/POBLADO RD; SAMPLE STANCHION,,,N,0,0,A,603,K08N,4,1169H1,0,,,,,,6304758.166,1955782.297,1743373.97,315338.2966,,N,-0.6,,,,,UW-WS-TRN-SLOC-S108,IF?0100000000000142491
540186,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,254 SYS,N,,PLAZA DOLORES & PLAZA MARIA,1,,N,0,0,A,423,L08N,6,1170D1,17387,,PLAZA DOLORES,,,,6316006.001,1954829.875,1754621.861,314385.8753,,N,47.41,,,,,UW-WS-TRN-SLOC-S116,IF?0100000000000142507
5486932,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,21 SYS,N,,16061 BIG SPRINGS WY,,,N,0,0,A,874,K06N,4,1169J4,0,,,,,,6306145.013,1947480.358,1744760.824,307036.3576,,N,0,,,,,UW-WS-TRN-SLOC-S254,IF?0100000000000141073
5504022,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,289 SYS,N,,ESCALA DR & CAMBERWELL LN,,,N,0,0,A,621,L09N,1,1150B6,10940,,SCRIPPS RANCH,BL,,,6312185.571,1960907.756,1750801.412,320463.7559,,N,-139.01,,,,,UW-WS-TRN-SLOC-S265,IF?0100000000000141224
6269848,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B1 BOT,N,,BLACK MTN RESV1 BOTTOM LEVEL,,,N,0,0,A,120,H04N,6,1189D1,0,,,,,,6292403.353,1939529.695,1731019.095,299085.6949,,Y,0,,,,,UW-WS-TRN-SLOC-S217,IF?0100000000000141660
6269849,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS_B1 MID,N,,BLACK MTN RESV1 MID LEVEL,,,N,0,0,A,121,H04N,6,1189D1,0,,,,,,6292390.335,1939529.606,1731006.077,299085.6063,,Y,0,,,,,UW-WS-TRN-SLOC-S218,IF?0100000000000141725
6269958,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B1 TOP,N,,BLACK MTN RESV1 TOP LEVEL,,,N,0,0,A,122,H04N,6,1189D1,0,,,,,,6292376.473,1939529.606,1730992.215,299085.6063,,Y,0,,,,,UW-WS-TRN-SLOC-S219,IF?0100000000000141779
6269959,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B2 TOP,N,,BLACK MTN RESV2 TOP LEVEL,,,N,0,0,A,123,H04N,6,1189D1,0,,,,,,6292376.385,1939519.108,1730992.126,299075.1076,,Y,0,,,,,UW-WS-TRN-SLOC-S220,IF?0100000000000141482
6269960,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS_B2 MID,N,,BLACK MTN RESV2 MID LEVEL,,,N,0,0,A,124,H04N,6,1189D1,0,,,,,,6292390.335,1939518.698,1731006.077,299074.6975,,Y,0,,,,,UW-WS-TRN-SLOC-S221,IF?0100000000000141602
6269961,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B2 BOT,N,,BLACK MTN RESV2 BOTTOM LEVEL,,,N,0,0,A,125,H04N,6,1189D1,0,,,,,,6292402.72,1939518.425,1731018.462,299074.4252,,Y,0,,,,,UW-WS-TRN-SLOC-S222,IF?0100000000000141659
5586469,SLOC,SAMPLE LOCATION,W,RANCHO DEL SOL,470,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,270A SYS,N,,RANCHO DEL SOL & RANCHO DEL AZALEAS,,,N,0,0,A,591,F02N,5,1188G4,0,,,,,,6276933.96,1932100.18,1715549.625,291656.1804,,N,0,,,,,UW-WS-TRN-SLOC-S332,IF?0100000000000140654
515580,SLOC,SAMPLE LOCATION,W,RANCHO SANTA FE,284,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,230 SYS,N,,CAMTO MAR DE PLATA & FORTALEZA,,,N,0,0,A,67,B04N,6,1187H1,0,,,,,,6256089.826,1938952.487,1694705.387,298508.4869,,N,0,,,,,UW-WS-TRN-SLOC-S052,IF?0100000000000142004
538379,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,151 SYS,N,,MONTEZUMA RD/54TH ST; SAMPLE STANCHION,,,N,0,0,A,449,K17S,2,1270B2,0,,,,,,6306849.695,1861365.282,1745465.509,220921.2822,,N,0,,,,,UW-WS-TRN-SLOC-S111,IF?0100000000000142350
541230,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,150 SYS,N,,ACORN ST/62ND ST; FIRE STATION/SAMPLE STANCHION,,,N,0,0,A,842,L18S,1,1270C3,0,,,,,,6311517.835,1857534.321,1750133.672,217090.3209,,N,0,,,,,UW-WS-TRN-SLOC-S120,IF?0100000000000142448
5065223,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,S108,Y,?9?/?14?/?97? ?5?:?00? ?PM,"HUGHES ST/JODI ST, NORTH OF RESERVOIR",,,N,0,0,A,598,L19S,1,1270C5,6056,,HUGHES,ST,,,6310441.165,1853145.525,1749056.997,212701.5249,,Y,53.98,27950,9,D,,UW-WS-TRN-SLOC-S043,IF?0100000000000141768
5485691,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,108 SYS,N,,6056 HUGHES ST,,,N,0,0,A,753,L19S,1,1270C5,0,,,,,,6310506.923,1852586.46,1749122.755,212142.46,,N,0,,,,,UW-WS-TRN-SLOC-S246,IF?0100000000000141330
5529617,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,151A SYS,N,,4929 CATOCTIN DR SAMPLE STANCHION,,,N,0,0,A,1084,L17S,5,1270D2,0,,,,,,6312621.854,1860084.613,1751237.697,219640.6129,,N,0,,,,,UW-WS-TRN-SLOC-S296,IF?0100000000000140659
5504026,SLOC,SAMPLE LOCATION,W,REMINGTON HILLS,543,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,297,N,,1514 CLANTON PL,,,N,0,0,A,516,M35S,5,1350G2,10940,,SCRIPPS RANCH,BL,,,6318612.897,1786631.371,1757228.77,146187.3714,,N,0,,,,,UW-WS-TRN-SLOC-S269,IF?0100000000000141175
5524136,SLOC,SAMPLE LOCATION,W,REMINGTON HILLS,543,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,305 SYS,N,,4948 1/2 CARBINE WY,,,N,0,0,A,579,M36S,2,1350H2,0,,,,,,6320376.007,1786178.944,1758991.889,145734.9436,,Y,43.51,,,,,UW-WS-TRN-SLOC-S283,IF?0100000000000140995
