"csdspcode","name","p.code","p.value","depth.zone"
1208,"Epitonium (Asperiscala) sp","P166",1.069702048,"shallow"
1209,"Epitonium (Nitidiscala) sp","P166",NA,"deep"
1209,"Epitonium (Nitidiscala) sp","P166",29.47561014,"mid"
1209,"Epitonium (Nitidiscala) sp","P166",1.069702048,"shallow"
1624,"Opalia funiculata","P166",NA,"deep"
1624,"Opalia funiculata","P166",29.47561014,"mid"
1624,"Opalia funiculata","P166",1.069702048,"shallow"
1752,"Opalia sp","P166",NA,"deep"
1752,"Opalia sp","P166",29.47561014,"mid"
1752,"Opalia sp","P166",1.069702048,"shallow"
1836,"Nodiscala spongiosa","P166",NA,"deep"
1836,"Nodiscala spongiosa","P166",29.47561014,"mid"
1836,"Nodiscala spongiosa","P166",1.069702048,"shallow"
2364,"Epitonium berryi","P166",NA,"deep"
2364,"Epitonium berryi","P166",29.47561014,"mid"
2364,"Epitonium berryi","P166",1.069702048,"shallow"
2365,"Epitonium sawinae","P166",NA,"deep"
2365,"Epitonium sawinae","P166",29.47561014,"mid"
2365,"Epitonium sawinae","P166",1.069702048,"shallow"
2382,"Epitonium lowei","P166",NA,"deep"
2382,"Epitonium lowei","P166",29.47561014,"mid"
2382,"Epitonium lowei","P166",1.069702048,"shallow"
2764,"Epitonium hindsii","P166",NA,"deep"
2764,"Epitonium hindsii","P166",29.47561014,"mid"
2764,"Epitonium hindsii","P166",1.069702048,"shallow"
351,"Eranno lagunae","P167",41.83589177,"deep"
351,"Eranno lagunae","P167",-7.723703188,"mid"
351,"Eranno lagunae","P167",32.36669557,"shallow"
547,"Ericthonius brasiliensis","P168",NA,"deep"
547,"Ericthonius brasiliensis","P168",8.888693732,"mid"
547,"Ericthonius brasiliensis","P168",36.22516344,"shallow"
1673,"Ericthonius rubricornis","P169",-4.410753427,"deep"
1673,"Ericthonius rubricornis","P169",NA,"mid"
1673,"Ericthonius rubricornis","P169",NA,"shallow"
370,"Erileptus spinosus","P170",NA,"deep"
370,"Erileptus spinosus","P170",-11.67449076,"mid"
370,"Erileptus spinosus","P170",NA,"shallow"
311,"Eteone sp","P171",NA,"deep"
311,"Eteone sp","P171",26.8956956,"mid"
311,"Eteone sp","P171",87.00377105,"shallow"
2071,"Eteone fauchaldi","P171",NA,"deep"
2071,"Eteone fauchaldi","P171",26.8956956,"mid"
2071,"Eteone fauchaldi","P171",87.00377105,"shallow"
2212,"Eteone aestuarina","P171",NA,"deep"
2212,"Eteone aestuarina","P171",26.8956956,"mid"
2212,"Eteone aestuarina","P171",87.00377105,"shallow"
2292,"Eteone pigmentata","P171",NA,"deep"
2292,"Eteone pigmentata","P171",26.8956956,"mid"
2292,"Eteone pigmentata","P171",87.00377105,"shallow"
2553,"Eteone leptotes","P171",NA,"deep"
2553,"Eteone leptotes","P171",26.8956956,"mid"
2553,"Eteone leptotes","P171",87.00377105,"shallow"
2564,"Eteone brigitteae","P171",NA,"deep"
2564,"Eteone brigitteae","P171",26.8956956,"mid"
2564,"Eteone brigitteae","P171",87.00377105,"shallow"
38,"Euchone sp","P172",2.22736579,"deep"
38,"Euchone sp","P172",-11.52127174,"mid"
38,"Euchone sp","P172",-11.4032951,"shallow"
347,"Euchone incolor","P172",2.22736579,"deep"
347,"Euchone incolor","P172",-11.52127174,"mid"
347,"Euchone incolor","P172",-11.4032951,"shallow"
1059,"Euchone hancocki","P172",2.22736579,"deep"
1059,"Euchone hancocki","P172",-11.52127174,"mid"
1059,"Euchone hancocki","P172",-11.4032951,"shallow"
1081,"Euchone arenae","P172",2.22736579,"deep"
1081,"Euchone arenae","P172",-11.52127174,"mid"
1081,"Euchone arenae","P172",-11.4032951,"shallow"
1089,"Euchone sp A","P172",2.22736579,"deep"
1089,"Euchone sp A","P172",-11.52127174,"mid"
1089,"Euchone sp A","P172",-11.4032951,"shallow"
2127,"Euchone limnicola","P172",2.22736579,"deep"
2127,"Euchone limnicola","P172",-11.52127174,"mid"
2127,"Euchone limnicola","P172",-11.4032951,"shallow"
2576,"Euchone sp SD2","P172",2.22736579,"deep"
2576,"Euchone sp SD2","P172",-11.52127174,"mid"
2576,"Euchone sp SD2","P172",-11.4032951,"shallow"
454,"Eudorella pacifica","P173",-8.305996495,"deep"
454,"Eudorella pacifica","P173",-9.686183588,"mid"
454,"Eudorella pacifica","P173",NA,"shallow"
433,"Eudorellopsis longirostris","P174",-23.08135728,"deep"
433,"Eudorellopsis longirostris","P174",-28.9867057,"mid"
433,"Eudorellopsis longirostris","P174",NA,"shallow"
85,"Eulalia quadrioculata","P175",9.21336703,"deep"
85,"Eulalia quadrioculata","P175",7.067245111,"mid"
85,"Eulalia quadrioculata","P175",13.93495932,"shallow"
91,"Eulalia californiensis","P175",9.21336703,"deep"
91,"Eulalia californiensis","P175",7.067245111,"mid"
91,"Eulalia californiensis","P175",13.93495932,"shallow"
310,"Eulalia levicornuta Cmplx","P175",9.21336703,"deep"
310,"Eulalia levicornuta Cmplx","P175",7.067245111,"mid"
310,"Eulalia levicornuta Cmplx","P175",13.93495932,"shallow"
1328,"Eulalia sp","P175",9.21336703,"deep"
1328,"Eulalia sp","P175",7.067245111,"mid"
1328,"Eulalia sp","P175",13.93495932,"shallow"
2571,"Eulalia sp SD1","P175",9.21336703,"deep"
2571,"Eulalia sp SD1","P175",7.067245111,"mid"
2571,"Eulalia sp SD1","P175",13.93495932,"shallow"
2605,"Eulalia sp SD3","P175",9.21336703,"deep"
2605,"Eulalia sp SD3","P175",7.067245111,"mid"
2605,"Eulalia sp SD3","P175",13.93495932,"shallow"
2765,"Eulalia sp SD4","P175",9.21336703,"deep"
2765,"Eulalia sp SD4","P175",7.067245111,"mid"
2765,"Eulalia sp SD4","P175",13.93495932,"shallow"
653,"Eulima raymondi","P176",NA,"deep"
653,"Eulima raymondi","P176",13.04233227,"mid"
653,"Eulima raymondi","P176",1.725618189,"shallow"
116,"Eumida longicornuta","P177",49.52735957,"deep"
116,"Eumida longicornuta","P177",60.96134771,"mid"
116,"Eumida longicornuta","P177",35.12783264,"shallow"
224,"Eunice americana","P178",25.88823673,"deep"
224,"Eunice americana","P178",8.116823049,"mid"
224,"Eunice americana","P178",20.62821383,"shallow"
498,"Euphilomedes carcharodonta","P180",42.63525121,"deep"
498,"Euphilomedes carcharodonta","P180",59.538555,"mid"
498,"Euphilomedes carcharodonta","P180",71.11094079,"shallow"
1117,"Euphilomedes producta","P181",26.7807708,"deep"
1117,"Euphilomedes producta","P181",-9.836001156,"mid"
1117,"Euphilomedes producta","P181",NA,"shallow"
834,"Euphysa sp A","P182",NA,"deep"
834,"Euphysa sp A","P182",8.958872871,"mid"
834,"Euphysa sp A","P182",14.28750618,"shallow"
928,"Eupolymnia heterobranchia","P183",NA,"deep"
928,"Eupolymnia heterobranchia","P183",49.09507968,"mid"
928,"Eupolymnia heterobranchia","P183",45.74364446,"shallow"
471,"Eurydice caudata","P184",NA,"deep"
471,"Eurydice caudata","P184",28.42585783,"mid"
471,"Eurydice caudata","P184",26.55389816,"shallow"
26,"Eusarsiella thominx","P185",NA,"deep"
26,"Eusarsiella thominx","P185",9.690031581,"mid"
26,"Eusarsiella thominx","P185",34.02688128,"shallow"
92,"Eusyllis transecta","P186",NA,"deep"
92,"Eusyllis transecta","P186",-7.597650101,"mid"
92,"Eusyllis transecta","P186",-8.385939469,"shallow"
1166,"Parexogone breviseta","P187",NA,"deep"
1166,"Parexogone breviseta","P187",0.059523118,"mid"
1166,"Parexogone breviseta","P187",13.05751064,"shallow"
365,"Exogone dwisula","P188",NA,"deep"
365,"Exogone dwisula","P188",11.2166499,"mid"
365,"Exogone dwisula","P188",-8.495506898,"shallow"
175,"Exogone lourei","P189",-2.405420177,"deep"
175,"Exogone lourei","P189",10.49860275,"mid"
175,"Exogone lourei","P189",13.46443628,"shallow"
1082,"Parexogone molesta","P190",NA,"deep"
1082,"Parexogone molesta","P190",-10.26071249,"mid"
1082,"Parexogone molesta","P190",NA,"shallow"
1140,"Eyakia robusta","P191",-28.60943593,"deep"
1140,"Eyakia robusta","P191",-40.37800766,"mid"
1140,"Eyakia robusta","P191",NA,"shallow"
1007,"Fauveliopsis sp SD1","P192",-11.48924999,"deep"
1007,"Fauveliopsis sp SD1","P192",NA,"mid"
1007,"Fauveliopsis sp SD1","P192",NA,"shallow"
1876,"Fauveliopsis sp","P192",-11.48924999,"deep"
1876,"Fauveliopsis sp","P192",NA,"mid"
1876,"Fauveliopsis sp","P192",NA,"shallow"
2628,"Fauveliopsis glabra","P192",-11.48924999,"deep"
2628,"Fauveliopsis glabra","P192",NA,"mid"
2628,"Fauveliopsis glabra","P192",NA,"shallow"
1656,"Foxiphalus cognatus","P193",NA,"deep"
1656,"Foxiphalus cognatus","P193",36.03795601,"mid"
1656,"Foxiphalus cognatus","P193",15.97951557,"shallow"
1077,"Foxiphalus golfensis","P194",NA,"deep"
1077,"Foxiphalus golfensis","P194",19.69430464,"mid"
1077,"Foxiphalus golfensis","P194",12.91025978,"shallow"
436,"Foxiphalus obtusidens","P195",23.17603958,"deep"
436,"Foxiphalus obtusidens","P195",24.4921951,"mid"
436,"Foxiphalus obtusidens","P195",15.75432323,"shallow"
389,"Foxiphalus similis","P196",-36.38117959,"deep"
389,"Foxiphalus similis","P196",-22.41830373,"mid"
389,"Foxiphalus similis","P196",NA,"shallow"
761,"Gadila aberrans","P197",-14.54614189,"deep"
761,"Gadila aberrans","P197",26.02717537,"mid"
761,"Gadila aberrans","P197",19.61596087,"shallow"
2442,"Compressidens stearnsii","P197",-14.54614189,"deep"
2442,"Compressidens stearnsii","P197",26.02717537,"mid"
2442,"Compressidens stearnsii","P197",19.61596087,"shallow"
2341,"Waldo sp A","P198",-5.691683749,"deep"
2341,"Waldo sp A","P198",NA,"mid"
2341,"Waldo sp A","P198",NA,"shallow"
1151,"Gammaropsis ociosa","P199",-48.34409824,"deep"
1151,"Gammaropsis ociosa","P199",-30.87899118,"mid"
1151,"Gammaropsis ociosa","P199",NA,"shallow"
431,"Gammaropsis thompsoni","P200",NA,"deep"
431,"Gammaropsis thompsoni","P200",18.12873917,"mid"
431,"Gammaropsis thompsoni","P200",16.34342424,"shallow"
609,"Gastropteron pacificum","P202",11.13931876,"deep"
609,"Gastropteron pacificum","P202",12.0059827,"mid"
609,"Gastropteron pacificum","P202",15.50136664,"shallow"
546,"Gibberosus myersi","P203",NA,"deep"
546,"Gibberosus myersi","P203",NA,"mid"
546,"Gibberosus myersi","P203",-18.01668446,"shallow"
1018,"Gitana calitemplado","P204",NA,"deep"
1018,"Gitana calitemplado","P204",-8.851052601,"mid"
1018,"Gitana calitemplado","P204",-4.167134595,"shallow"
801,"Glottidia albida","P205",NA,"deep"
801,"Glottidia albida","P205",10.90035428,"mid"
801,"Glottidia albida","P205",7.386446284,"shallow"
194,"Glycera americana","P206",55.19531197,"deep"
194,"Glycera americana","P206",79.29318472,"mid"
194,"Glycera americana","P206",56.93498581,"shallow"
6,"Glycera macrobranchia","P207",NA,"deep"
6,"Glycera macrobranchia","P207",NA,"mid"
6,"Glycera macrobranchia","P207",-10.03515706,"shallow"
185,"Glycera nana","P208",53.63663555,"deep"
185,"Glycera nana","P208",39.82902283,"mid"
185,"Glycera nana","P208",50.61239139,"shallow"
966,"Glycera oxycephala","P209",-67.80110437,"deep"
966,"Glycera oxycephala","P209",10.40981222,"mid"
966,"Glycera oxycephala","P209",-4.069616121,"shallow"
218,"Glycinde armigera","P210",38.52583165,"deep"
218,"Glycinde armigera","P210",19.125962,"mid"
218,"Glycinde armigera","P210",19.12903074,"shallow"
1314,"Glyphocuma sp A","P211",NA,"deep"
1314,"Glyphocuma sp A","P211",-64.41945595,"mid"
1314,"Glyphocuma sp A","P211",NA,"shallow"
507,"Caecognathia crenulatifrons","P212",9.440042114,"deep"
507,"Caecognathia crenulatifrons","P212",22.647014,"mid"
507,"Caecognathia crenulatifrons","P212",18.38221902,"shallow"
261,"Goniada brunnea","P213",22.47247585,"deep"
261,"Goniada brunnea","P213",16.61462835,"mid"
261,"Goniada brunnea","P213",-0.839415762,"shallow"
1013,"Goniada littorea","P214",NA,"deep"
1013,"Goniada littorea","P214",12.16108286,"mid"
1013,"Goniada littorea","P214",22.19497039,"shallow"
367,"Goniada maculata","P215",30.5297939,"deep"
367,"Goniada maculata","P215",19.32707831,"mid"
367,"Goniada maculata","P215",49.2989195,"shallow"
14,"Gymnonereis crosslandi","P216",14.82199634,"deep"
14,"Gymnonereis crosslandi","P216",14.09059692,"mid"
14,"Gymnonereis crosslandi","P216",64.07576965,"shallow"
428,"Halicoides synopiae","P217",-15.3995094,"deep"
428,"Halicoides synopiae","P217",-32.46323064,"mid"
428,"Halicoides synopiae","P217",NA,"shallow"
396,"Haliophasma geminatum","P218",-9.185275739,"deep"
396,"Haliophasma geminatum","P218",1.889962102,"mid"
396,"Haliophasma geminatum","P218",26.44202236,"shallow"
652,"Halistylus pupoideus","P219",NA,"deep"
652,"Halistylus pupoideus","P219",-15.50744729,"mid"
652,"Halistylus pupoideus","P219",-41.9496603,"shallow"
1901,"Halosydna brevisetosa","P220",NA,"deep"
1901,"Halosydna brevisetosa","P220",29.22432125,"mid"
1901,"Halosydna brevisetosa","P220",28.44425326,"shallow"
530,"Hamatoscalpellum californicum","P221",-21.4414998,"deep"
530,"Hamatoscalpellum californicum","P221",2.661494794,"mid"
530,"Hamatoscalpellum californicum","P221",42.68430363,"shallow"
2340,"Harpiniopsis fulgens","P222",2.164605143,"deep"
2340,"Harpiniopsis fulgens","P222",NA,"mid"
2340,"Harpiniopsis fulgens","P222",NA,"shallow"
513,"Hemilamprops californicus","P223",NA,"deep"
513,"Hemilamprops californicus","P223",21.19137236,"mid"
513,"Hemilamprops californicus","P223",-19.87297759,"shallow"
1150,"Hemiproto sp A","P224",-60.33174495,"deep"
1150,"Hemiproto sp A","P224",-29.98167698,"mid"
1150,"Hemiproto sp A","P224",NA,"shallow"
964,"Heptacarpus stimpsoni","P225",NA,"deep"
964,"Heptacarpus stimpsoni","P225",NA,"mid"
964,"Heptacarpus stimpsoni","P225",28.45415488,"shallow"
37,"Hesperonoe laevis","P226",42.58390285,"deep"
37,"Hesperonoe laevis","P226",39.01924743,"mid"
37,"Hesperonoe laevis","P226",54.81290569,"shallow"
522,"Latulambrus occidentalis","P227",NA,"deep"
522,"Latulambrus occidentalis","P227",10.43981558,"mid"
522,"Latulambrus occidentalis","P227",0.911485953,"shallow"
1259,"Heteromastus filobranchus","P228",80.19123724,"deep"
1259,"Heteromastus filobranchus","P228",118.9428985,"mid"
1259,"Heteromastus filobranchus","P228",NA,"shallow"
537,"Heterophoxus oculatus","P229",-0.68166177,"deep"
537,"Heterophoxus oculatus","P229",16.35352551,"mid"
537,"Heterophoxus oculatus","P229",38.8690658,"shallow"
1585,"Heterophoxus affinis","P229",-0.68166177,"deep"
1585,"Heterophoxus affinis","P229",16.35352551,"mid"
1585,"Heterophoxus affinis","P229",38.8690658,"shallow"
1590,"Heterophoxus sp","P229",-0.68166177,"deep"
1590,"Heterophoxus sp","P229",16.35352551,"mid"
1590,"Heterophoxus sp","P229",38.8690658,"shallow"
1593,"Heterophoxus ellisi","P229",-0.68166177,"deep"
1593,"Heterophoxus ellisi","P229",16.35352551,"mid"
1593,"Heterophoxus ellisi","P229",38.8690658,"shallow"
733,"Hiatella arctica","P230",NA,"deep"
733,"Hiatella arctica","P230",12.69824379,"mid"
733,"Hiatella arctica","P230",58.77860499,"shallow"
440,"Hippomedon sp","P231",-8.714774901,"deep"
440,"Hippomedon sp","P231",-2.868398912,"mid"
440,"Hippomedon sp","P231",-20.04301185,"shallow"
1513,"Hippomedon sp A","P231",-8.714774901,"deep"
1513,"Hippomedon sp A","P231",-2.868398912,"mid"
1513,"Hippomedon sp A","P231",-20.04301185,"shallow"
1529,"Hippomedon columbianus","P231",-8.714774901,"deep"
1529,"Hippomedon columbianus","P231",-2.868398912,"mid"
1529,"Hippomedon columbianus","P231",-20.04301185,"shallow"
1608,"Hippomedon zetesimus","P231",-8.714774901,"deep"
1608,"Hippomedon zetesimus","P231",-2.868398912,"mid"
1608,"Hippomedon zetesimus","P231",-20.04301185,"shallow"
1617,"Hornellia occidentalis","P232",NA,"deep"
1617,"Hornellia occidentalis","P232",NA,"mid"
1617,"Hornellia occidentalis","P232",-17.40419304,"shallow"
650,"Huxleyia munita","P233",-66.31851645,"deep"
650,"Huxleyia munita","P233",NA,"mid"
650,"Huxleyia munita","P233",NA,"shallow"
1565,"Hyalidae","P234",NA,"deep"
1565,"Hyalidae","P234",135.9286711,"mid"
1565,"Hyalidae","P234",109.002637,"shallow"
154,"Hyalinoecia juvenalis","P235",NA,"deep"
154,"Hyalinoecia juvenalis","P235",-9.144497399,"mid"
154,"Hyalinoecia juvenalis","P235",-0.874300214,"shallow"
505,"Idarcturus allelomorphus","P236",NA,"deep"
505,"Idarcturus allelomorphus","P236",-6.688317289,"mid"
505,"Idarcturus allelomorphus","P236",NA,"shallow"
1587,"Ilyarachna acarina","P237",-25.50281118,"deep"
1587,"Ilyarachna acarina","P237",NA,"mid"
1587,"Ilyarachna acarina","P237",NA,"shallow"
430,"Joeropsis dubia","P238",NA,"deep"
430,"Joeropsis dubia","P238",29.72342478,"mid"
430,"Joeropsis dubia","P238",37.12574182,"shallow"
649,"Kurtzia arteaga","P239",3.370031541,"deep"
649,"Kurtzia arteaga","P239",14.29124329,"mid"
649,"Kurtzia arteaga","P239",26.31592911,"shallow"
648,"Kurtzina beta","P240",25.59897443,"deep"
648,"Kurtzina beta","P240",38.46325207,"mid"
648,"Kurtzina beta","P240",23.76249872,"shallow"
647,"Kurtziella plumbea","P241",NA,"deep"
647,"Kurtziella plumbea","P241",54.37964055,"mid"
647,"Kurtziella plumbea","P241",-1.491762136,"shallow"
1928,"Lamprops carinatus","P242",NA,"deep"
1928,"Lamprops carinatus","P242",-17.81915796,"mid"
1928,"Lamprops carinatus","P242",NA,"shallow"
491,"Lamprops quadriplicatus","P243",NA,"deep"
491,"Lamprops quadriplicatus","P243",NA,"mid"
491,"Lamprops quadriplicatus","P243",-35.75208603,"shallow"
283,"Phisidia sanctaemariae","P244",-19.11279504,"deep"
283,"Phisidia sanctaemariae","P244",-37.3534973,"mid"
283,"Phisidia sanctaemariae","P244",5.80909745,"shallow"
1262,"Lanassa venusta venusta","P244",-19.11279504,"deep"
1262,"Lanassa venusta venusta","P244",-37.3534973,"mid"
1262,"Lanassa venusta venusta","P244",5.80909745,"shallow"
1283,"Lanassa sp","P244",-19.11279504,"deep"
1283,"Lanassa sp","P244",-37.3534973,"mid"
1283,"Lanassa sp","P244",5.80909745,"shallow"
282,"Lanice conchilega","P245",0.237296366,"deep"
282,"Lanice conchilega","P245",33.32308444,"mid"
282,"Lanice conchilega","P245",36.96491027,"shallow"
162,"Laonice nuchala","P246",8.424550003,"deep"
162,"Laonice nuchala","P246",5.500479692,"mid"
162,"Laonice nuchala","P246",NA,"shallow"
262,"Laonice cirrata","P247",23.24420628,"deep"
262,"Laonice cirrata","P247",38.60224094,"mid"
262,"Laonice cirrata","P247",24.95542079,"shallow"
230,"Leitoscoloplos pugettensis","P248",8.019257679,"deep"
230,"Leitoscoloplos pugettensis","P248",47.52981375,"mid"
230,"Leitoscoloplos pugettensis","P248",42.48903888,"shallow"
62,"Lepidasthenia berkeleyae","P249",42.90226594,"deep"
62,"Lepidasthenia berkeleyae","P249",35.46855881,"mid"
62,"Lepidasthenia berkeleyae","P249",NA,"shallow"
867,"Lepidepecreum serraculum","P250",-23.28679496,"deep"
867,"Lepidepecreum serraculum","P250",7.879218932,"mid"
867,"Lepidepecreum serraculum","P250",17.85670666,"shallow"
577,"Leptochelia dubia Cmplx","P251",-22.34027126,"deep"
577,"Leptochelia dubia Cmplx","P251",6.554285981,"mid"
577,"Leptochelia dubia Cmplx","P251",11.92285577,"shallow"
1316,"Leptochiton rugatus","P252",NA,"deep"
1316,"Leptochiton rugatus","P252",-36.95126509,"mid"
1316,"Leptochiton rugatus","P252",NA,"shallow"
2522,"Leptochiton sp","P252",NA,"deep"
2522,"Leptochiton sp","P252",-36.95126509,"mid"
2522,"Leptochiton sp","P252",NA,"shallow"
2805,"Leptochiton nexus","P252",NA,"deep"
2805,"Leptochiton nexus","P252",-36.95126509,"mid"
2805,"Leptochiton nexus","P252",NA,"shallow"
679,"Leptopecten latiauratus","P253",NA,"deep"
679,"Leptopecten latiauratus","P253",21.57474553,"mid"
679,"Leptopecten latiauratus","P253",12.48206895,"shallow"
467,"Leptostylis calva","P254",NA,"deep"
467,"Leptostylis calva","P254",8.079965115,"mid"
467,"Leptostylis calva","P254",50.53034316,"shallow"
1216,"Leptostylis abditis","P255",NA,"deep"
1216,"Leptostylis abditis","P255",-21.20209691,"mid"
1216,"Leptostylis abditis","P255",NA,"shallow"
465,"Leucon subnasica","P256",NA,"deep"
465,"Leucon subnasica","P256",11.67333962,"mid"
465,"Leucon subnasica","P256",NA,"shallow"
766,"Leuroleberis sharpei","P257",NA,"deep"
766,"Leuroleberis sharpei","P257",11.20577392,"mid"
766,"Leuroleberis sharpei","P257",-1.981705428,"shallow"
318,"Levinsenia gracilis","P258",12.64250872,"deep"
318,"Levinsenia gracilis","P258",25.03943492,"mid"
318,"Levinsenia gracilis","P258",59.14142863,"shallow"
852,"Levinsenia sp B","P258",12.64250872,"deep"
852,"Levinsenia sp B","P258",25.03943492,"mid"
852,"Levinsenia sp B","P258",59.14142863,"shallow"
1060,"Levinsenia sp","P258",12.64250872,"deep"
1060,"Levinsenia sp","P258",25.03943492,"mid"
1060,"Levinsenia sp","P258",59.14142863,"shallow"
2058,"Levinsenia sp SD1","P258",12.64250872,"deep"
2058,"Levinsenia sp SD1","P258",25.03943492,"mid"
2058,"Levinsenia sp SD1","P258",59.14142863,"shallow"
2512,"Levinsenia multibranchiata","P258",12.64250872,"deep"
2512,"Levinsenia multibranchiata","P258",25.03943492,"mid"
2512,"Levinsenia multibranchiata","P258",59.14142863,"shallow"
2742,"Levinsenia oculata","P258",12.64250872,"deep"
2742,"Levinsenia oculata","P258",25.03943492,"mid"
2742,"Levinsenia oculata","P258",59.14142863,"shallow"
483,"Listriella diffusa","P259",NA,"deep"
483,"Listriella diffusa","P259",31.75497132,"mid"
483,"Listriella diffusa","P259",-17.76205967,"shallow"
487,"Listriella eriopisa","P260",NA,"deep"
487,"Listriella eriopisa","P260",30.00774061,"mid"
487,"Listriella eriopisa","P260",35.0267077,"shallow"
543,"Listriella goleta","P261",61.73135344,"deep"
543,"Listriella goleta","P261",63.09992639,"mid"
543,"Listriella goleta","P261",60.71811369,"shallow"
866,"Listriella melanica","P262",NA,"deep"
866,"Listriella melanica","P262",34.3472833,"mid"
866,"Listriella melanica","P262",26.14198007,"shallow"
816,"Listriolobus pelodes","P263",63.69943081,"deep"
816,"Listriolobus pelodes","P263",38.60620242,"mid"
816,"Listriolobus pelodes","P263",83.85896762,"shallow"
280,"Loimia sp A","P264",NA,"deep"
280,"Loimia sp A","P264",19.85500582,"mid"
280,"Loimia sp A","P264",43.06383614,"shallow"
782,"Lovenia cordiformis","P265",NA,"deep"
782,"Lovenia cordiformis","P265",8.470980231,"mid"
782,"Lovenia cordiformis","P265",-27.14593217,"shallow"
689,"Lucinisca nuttalli","P266",NA,"deep"
689,"Lucinisca nuttalli","P266",85.69224389,"mid"
689,"Lucinisca nuttalli","P266",107.7636406,"shallow"
727,"Lucinoma annulatum","P267",80.05915467,"deep"
727,"Lucinoma annulatum","P267",53.29179627,"mid"
727,"Lucinoma annulatum","P267",39.36235107,"shallow"
780,"Luidia foliolata","P268",NA,"deep"
780,"Luidia foliolata","P268",-18.92590253,"mid"
780,"Luidia foliolata","P268",NA,"shallow"
1203,"Luidia armata","P268",NA,"deep"
1203,"Luidia armata","P268",-18.92590253,"mid"
1203,"Luidia armata","P268",NA,"shallow"
1440,"Luidia sp","P268",NA,"deep"
1440,"Luidia sp","P268",-18.92590253,"mid"
1440,"Luidia sp","P268",NA,"shallow"
1476,"Luidia asthenosoma","P268",NA,"deep"
1476,"Luidia asthenosoma","P268",-18.92590253,"mid"
1476,"Luidia asthenosoma","P268",NA,"shallow"
90,"Lumbrinerides platypygos","P269",NA,"deep"
90,"Lumbrinerides platypygos","P269",-17.633728,"mid"
90,"Lumbrinerides platypygos","P269",-3.065980338,"shallow"
81,"Eranno bicirrata","P270",19.07646748,"deep"
81,"Eranno bicirrata","P270",30.22813727,"mid"
81,"Eranno bicirrata","P270",49.38061631,"shallow"
121,"Lumbrineris cruzensis","P270",19.07646748,"deep"
121,"Lumbrineris cruzensis","P270",30.22813727,"mid"
121,"Lumbrineris cruzensis","P270",49.38061631,"shallow"
256,"Lumbrineris sp","P270",19.07646748,"deep"
256,"Lumbrineris sp","P270",30.22813727,"mid"
256,"Lumbrineris sp","P270",49.38061631,"shallow"
363,"Lumbrineris sp Group II","P270",19.07646748,"deep"
363,"Lumbrineris sp Group II","P270",30.22813727,"mid"
363,"Lumbrineris sp Group II","P270",49.38061631,"shallow"
364,"Lumbrineris sp Group I","P270",19.07646748,"deep"
364,"Lumbrineris sp Group I","P270",30.22813727,"mid"
364,"Lumbrineris sp Group I","P270",49.38061631,"shallow"
939,"Lumbrineris ligulata","P270",19.07646748,"deep"
939,"Lumbrineris ligulata","P270",30.22813727,"mid"
939,"Lumbrineris ligulata","P270",49.38061631,"shallow"
1113,"Scoletoma tetraura Cmplx","P270",19.07646748,"deep"
1113,"Scoletoma tetraura Cmplx","P270",30.22813727,"mid"
1113,"Scoletoma tetraura Cmplx","P270",49.38061631,"shallow"
1132,"Lumbrineris limicola","P270",19.07646748,"deep"
1132,"Lumbrineris limicola","P270",30.22813727,"mid"
1132,"Lumbrineris limicola","P270",49.38061631,"shallow"
1179,"Lumbrineris japonica","P270",19.07646748,"deep"
1179,"Lumbrineris japonica","P270",30.22813727,"mid"
1179,"Lumbrineris japonica","P270",49.38061631,"shallow"
1197,"Lumbrineris latreilli","P270",19.07646748,"deep"
1197,"Lumbrineris latreilli","P270",30.22813727,"mid"
1197,"Lumbrineris latreilli","P270",49.38061631,"shallow"
1226,"Lumbrineris index","P270",19.07646748,"deep"
1226,"Lumbrineris index","P270",30.22813727,"mid"
1226,"Lumbrineris index","P270",49.38061631,"shallow"
2126,"Scoletoma sp C","P270",19.07646748,"deep"
2126,"Scoletoma sp C","P270",30.22813727,"mid"
2126,"Scoletoma sp C","P270",49.38061631,"shallow"
2158,"Scoletoma sp A","P270",19.07646748,"deep"
2158,"Scoletoma sp A","P270",30.22813727,"mid"
2158,"Scoletoma sp A","P270",49.38061631,"shallow"
2196,"Scoletoma erecta","P270",19.07646748,"deep"
2196,"Scoletoma erecta","P270",30.22813727,"mid"
2196,"Scoletoma erecta","P270",49.38061631,"shallow"
2211,"Scoletoma sp B","P270",19.07646748,"deep"
2211,"Scoletoma sp B","P270",30.22813727,"mid"
2211,"Scoletoma sp B","P270",49.38061631,"shallow"
2330,"Lumbrineris sp E","P270",19.07646748,"deep"
2330,"Lumbrineris sp E","P270",30.22813727,"mid"
2330,"Lumbrineris sp E","P270",49.38061631,"shallow"
718,"Lyonsia californica","P271",NA,"deep"
718,"Lyonsia californica","P271",0.14024519,"mid"
718,"Lyonsia californica","P271",21.06348347,"shallow"
179,"Lysippe sp A","P272",4.144227263,"deep"
179,"Lysippe sp A","P272",20.06326651,"mid"
179,"Lysippe sp A","P272",53.99302805,"shallow"
938,"Lysippe sp B","P272",4.144227263,"deep"
938,"Lysippe sp B","P272",20.06326651,"mid"
938,"Lysippe sp B","P272",53.99302805,"shallow"
994,"Lysippe sp","P272",4.144227263,"deep"
994,"Lysippe sp","P272",20.06326651,"mid"
994,"Lysippe sp","P272",53.99302805,"shallow"
